SKU,ds,P10,P30,P50,P70,P90
TECH_PHONE_001,2026-08-31,42,56,66,76,90
TECH_PHONE_001,2026-09-01,38,55,66,77,94
TECH_PHONE_001,2026-09-02,35,54,66,79,97
TECH_PHONE_001,2026-09-03,32,52,66,80,100
TECH_PHONE_001,2026-09-04,30,51,66,81,102
TECH_PHONE_001,2026-09-05,47,70,86,102,125
TECH_PHONE_001,2026-09-06,45,69,86,103,127
TECH_PHONE_001,2026-09-07,22,48,66,84,110
TECH_PHONE_001,2026-09-08,20,47,66,85,112
TECH_PHONE_001,2026-09-09,18,47,66,85,114
TECH_PHONE_001,2026-09-10,16,46,66,86,116
TECH_PHONE_001,2026-09-11,15,45,66,87,117
TECH_PHONE_002,2026-08-29,67,74,79,84,92
TECH_PHONE_002,2026-08-30,61,72,79,87,97
TECH_PHONE_002,2026-08-31,39,52,61,70,83
TECH_PHONE_002,2026-09-01,36,51,61,71,86
TECH_PHONE_002,2026-09-02,33,49,61,72,89
TECH_PHONE_002,2026-09-03,30,48,61,74,92
TECH_PHONE_002,2026-09-04,27,47,61,75,95
TECH_PHONE_002,2026-09-05,43,65,79,94,115
TECH_PHONE_002,2026-09-06,41,64,79,95,117
TECH_PHONE_002,2026-09-07,21,45,61,77,101
TECH_PHONE_002,2026-09-08,19,44,61,78,103
TECH_PHONE_002,2026-09-09,17,43,61,79,105
TECH_PHONE_002,2026-09-10,15,42,61,80,107
TECH_PHONE_002,2026-09-11,13,42,61,80,108
TECH_PHONE_003,2026-08-29,96,107,115,122,133
TECH_PHONE_003,2026-08-30,89,104,115,125,141
TECH_PHONE_003,2026-08-31,56,75,88,101,120
TECH_PHONE_003,2026-09-01,52,73,88,103,125
TECH_PHONE_003,2026-09-02,47,72,88,105,130
TECH_PHONE_003,2026-09-03,43,70,88,107,133
TECH_PHONE_003,2026-09-04,40,69,88,108,137
TECH_PHONE_003,2026-09-05,63,94,115,136,167
TECH_PHONE_003,2026-09-06,60,92,115,137,170
TECH_PHONE_003,2026-09-07,30,65,88,112,147
TECH_PHONE_003,2026-09-08,27,64,88,113,149
TECH_PHONE_003,2026-09-09,25,62,88,114,152
TECH_PHONE_003,2026-09-10,22,61,88,115,155
TECH_PHONE_003,2026-09-11,19,60,88,116,157
TECH_PHONE_004,2026-08-29,81,90,97,103,112
TECH_PHONE_004,2026-08-30,75,88,97,106,119
TECH_PHONE_004,2026-08-31,48,64,74,85,101
TECH_PHONE_004,2026-09-01,43,62,74,87,105
TECH_PHONE_004,2026-09-02,40,60,74,89,109
TECH_PHONE_004,2026-09-03,36,59,74,90,112
TECH_PHONE_004,2026-09-04,33,58,74,91,115
TECH_PHONE_004,2026-09-05,53,79,97,115,141
TECH_PHONE_004,2026-09-06,50,78,97,116,143
TECH_PHONE_004,2026-09-07,25,55,74,94,124
TECH_PHONE_004,2026-09-08,23,54,74,95,126
TECH_PHONE_004,2026-09-09,21,53,74,96,128
TECH_PHONE_004,2026-09-10,18,52,74,97,130
TECH_PHONE_004,2026-09-11,16,51,74,98,132
TECH_PHONE_005,2026-08-29,99,110,118,126,137
TECH_PHONE_005,2026-08-30,91,107,118,129,145
TECH_PHONE_005,2026-08-31,58,77,91,104,124
TECH_PHONE_005,2026-09-01,53,75,91,106,129
TECH_PHONE_005,2026-09-02,48,74,91,108,133
TECH_PHONE_005,2026-09-03,44,72,91,110,137
TECH_PHONE_005,2026-09-04,41,70,91,111,141
TECH_PHONE_005,2026-09-05,64,96,118,140,171
TECH_PHONE_005,2026-09-06,61,95,118,141,175
TECH_PHONE_005,2026-09-07,31,66,91,115,151
TECH_PHONE_005,2026-09-08,28,65,91,116,153
TECH_PHONE_005,2026-09-09,25,64,91,117,156
TECH_PHONE_005,2026-09-10,23,63,91,118,159
TECH_PHONE_005,2026-09-11,20,62,91,119,162
TECH_PHONE_006,2026-08-29,109,121,130,138,150
TECH_PHONE_006,2026-08-30,100,118,130,141,159
TECH_PHONE_006,2026-08-31,64,85,100,114,136
TECH_PHONE_006,2026-09-01,58,83,100,116,141
TECH_PHONE_006,2026-09-02,53,81,100,118,146
TECH_PHONE_006,2026-09-03,49,79,100,120,150
TECH_PHONE_006,2026-09-04,45,77,100,122,155
TECH_PHONE_006,2026-09-05,71,106,130,153,188
TECH_PHONE_006,2026-09-06,67,104,130,155,192
TECH_PHONE_006,2026-09-07,34,73,100,126,165
TECH_PHONE_006,2026-09-08,31,72,100,128,168
TECH_PHONE_006,2026-09-09,28,70,100,129,172
TECH_PHONE_006,2026-09-10,25,69,100,130,174
TECH_PHONE_006,2026-09-11,22,68,100,131,177
TECH_PHONE_007,2026-08-29,127,142,151,161,176
TECH_PHONE_007,2026-08-30,117,137,151,165,186
TECH_PHONE_007,2026-08-31,74,99,117,134,159
TECH_PHONE_007,2026-09-01,68,97,117,136,165
TECH_PHONE_007,2026-09-02,62,94,117,139,171
TECH_PHONE_007,2026-09-03,57,92,117,141,176
TECH_PHONE_007,2026-09-04,52,90,117,143,181
TECH_PHONE_007,2026-09-05,83,124,151,179,220
TECH_PHONE_007,2026-09-06,79,122,151,181,224
TECH_PHONE_007,2026-09-07,40,85,117,148,193
TECH_PHONE_007,2026-09-08,36,84,117,149,197
TECH_PHONE_007,2026-09-09,32,82,117,151,201
TECH_PHONE_007,2026-09-10,29,81,117,152,204
TECH_PHONE_007,2026-09-11,26,80,117,153,207
TECH_PHONE_008,2026-08-29,115,128,137,145,158
TECH_PHONE_008,2026-08-30,106,124,137,149,167
TECH_PHONE_008,2026-08-31,67,90,105,120,143
TECH_PHONE_008,2026-09-01,61,87,105,123,149
TECH_PHONE_008,2026-09-02,56,85,105,125,154
TECH_PHONE_008,2026-09-03,51,83,105,127,159
TECH_PHONE_008,2026-09-04,47,81,105,129,163
TECH_PHONE_008,2026-09-05,75,111,137,162,198
TECH_PHONE_008,2026-09-06,71,110,137,163,202
TECH_PHONE_008,2026-09-07,36,77,105,133,174
TECH_PHONE_008,2026-09-08,32,76,105,135,178
TECH_PHONE_008,2026-09-09,29,74,105,136,181
TECH_PHONE_008,2026-09-10,26,73,105,137,184
TECH_PHONE_008,2026-09-11,23,72,105,138,187
TECH_PHONE_009,2026-08-29,108,120,128,137,149
TECH_PHONE_009,2026-08-30,99,117,128,140,158
TECH_PHONE_009,2026-08-31,63,84,99,113,135
TECH_PHONE_009,2026-09-01,58,82,99,116,140
TECH_PHONE_009,2026-09-02,53,80,99,118,145
TECH_PHONE_009,2026-09-03,48,78,99,119,149
TECH_PHONE_009,2026-09-04,44,77,99,121,153
TECH_PHONE_009,2026-09-05,70,105,128,152,187
TECH_PHONE_009,2026-09-06,67,103,128,154,190
TECH_PHONE_009,2026-09-07,34,72,99,125,164
TECH_PHONE_009,2026-09-08,31,71,99,127,167
TECH_PHONE_009,2026-09-09,27,70,99,128,170
TECH_PHONE_009,2026-09-10,25,69,99,129,173
TECH_PHONE_009,2026-09-11,22,68,99,130,176
TECH_PHONE_010,2026-08-29,115,128,137,145,158
TECH_PHONE_010,2026-08-30,106,124,137,149,167
TECH_PHONE_010,2026-08-31,67,90,105,120,143
TECH_PHONE_010,2026-09-01,61,87,105,123,149
TECH_PHONE_010,2026-09-02,56,85,105,125,154
TECH_PHONE_010,2026-09-03,51,83,105,127,159
TECH_PHONE_010,2026-09-04,47,81,105,129,163
TECH_PHONE_010,2026-09-05,75,111,137,162,198
TECH_PHONE_010,2026-09-06,71,110,137,163,202
TECH_PHONE_010,2026-09-07,36,77,105,133,174
TECH_PHONE_010,2026-09-08,32,76,105,134,178
TECH_PHONE_010,2026-09-09,29,74,105,136,181
TECH_PHONE_010,2026-09-10,26,73,105,137,184
TECH_PHONE_010,2026-09-11,23,72,105,138,187
TECH_PHONE_011,2026-08-29,61,67,72,77,84
TECH_PHONE_011,2026-08-30,56,66,72,79,89
TECH_PHONE_011,2026-08-31,35,47,56,64,76
TECH_PHONE_011,2026-09-01,32,46,56,65,79
TECH_PHONE_011,2026-09-02,30,45,56,66,81
TECH_PHONE_011,2026-09-03,27,44,56,67,84
TECH_PHONE_011,2026-09-04,25,43,56,68,86
TECH_PHONE_011,2026-09-05,39,59,72,85,105
TECH_PHONE_011,2026-09-06,37,58,72,86,107
TECH_PHONE_011,2026-09-07,19,41,56,70,92
TECH_PHONE_011,2026-09-08,17,40,56,71,94
TECH_PHONE_011,2026-09-09,15,39,56,72,96
TECH_PHONE_011,2026-09-10,14,39,56,72,97
TECH_PHONE_011,2026-09-11,12,38,56,73,99
TECH_PHONE_012,2026-08-29,87,97,104,110,120
TECH_PHONE_012,2026-08-30,80,94,104,113,127
TECH_PHONE_012,2026-08-31,51,68,80,91,109
TECH_PHONE_012,2026-09-01,47,66,80,93,113
TECH_PHONE_012,2026-09-02,43,65,80,95,117
TECH_PHONE_012,2026-09-03,39,63,80,96,121
TECH_PHONE_012,2026-09-04,36,62,80,98,124
TECH_PHONE_012,2026-09-05,57,85,104,123,151
TECH_PHONE_012,2026-09-06,54,83,104,124,154
TECH_PHONE_012,2026-09-07,27,58,80,101,132
TECH_PHONE_012,2026-09-08,25,57,80,102,135
TECH_PHONE_012,2026-09-09,22,56,80,103,137
TECH_PHONE_012,2026-09-10,20,55,80,104,140
TECH_PHONE_012,2026-09-11,18,54,80,105,142
TECH_PHONE_013,2026-08-29,105,117,125,133,145
TECH_PHONE_013,2026-08-30,96,113,125,136,153
TECH_PHONE_013,2026-08-31,61,82,96,110,131
TECH_PHONE_013,2026-09-01,56,80,96,112,136
TECH_PHONE_013,2026-09-02,51,78,96,114,141
TECH_PHONE_013,2026-09-03,47,76,96,116,145
TECH_PHONE_013,2026-09-04,43,74,96,117,149
TECH_PHONE_013,2026-09-05,68,102,125,148,181
TECH_PHONE_013,2026-09-06,65,100,125,149,185
TECH_PHONE_013,2026-09-07,33,70,96,122,159
TECH_PHONE_013,2026-09-08,30,69,96,123,162
TECH_PHONE_013,2026-09-09,27,68,96,124,165
TECH_PHONE_013,2026-09-10,24,67,96,125,168
TECH_PHONE_013,2026-09-11,21,66,96,126,171
TECH_PHONE_014,2026-08-29,130,145,155,166,180
TECH_PHONE_014,2026-08-30,120,141,155,170,191
TECH_PHONE_014,2026-08-31,76,102,120,137,163
TECH_PHONE_014,2026-09-01,70,99,120,140,169
TECH_PHONE_014,2026-09-02,64,97,120,142,175
TECH_PHONE_014,2026-09-03,59,95,120,144,181
TECH_PHONE_014,2026-09-04,54,93,120,146,185
TECH_PHONE_014,2026-09-05,85,127,155,184,226
TECH_PHONE_014,2026-09-06,81,125,155,186,230
TECH_PHONE_014,2026-09-07,41,88,120,152,198
TECH_PHONE_014,2026-09-08,37,86,120,153,202
TECH_PHONE_014,2026-09-09,33,84,120,155,206
TECH_PHONE_014,2026-09-10,30,83,120,156,209
TECH_PHONE_014,2026-09-11,26,82,120,157,213
TECH_PHONE_015,2026-08-29,134,149,160,170,185
TECH_PHONE_015,2026-08-30,123,145,160,174,196
TECH_PHONE_015,2026-08-31,78,105,123,141,167
TECH_PHONE_015,2026-09-01,72,102,123,143,174
TECH_PHONE_015,2026-09-02,66,99,123,146,180
TECH_PHONE_015,2026-09-03,60,97,123,148,185
TECH_PHONE_015,2026-09-04,55,95,123,150,190
TECH_PHONE_015,2026-09-05,87,130,160,189,232
TECH_PHONE_015,2026-09-06,83,128,160,191,236
TECH_PHONE_015,2026-09-07,42,90,123,156,204
TECH_PHONE_015,2026-09-08,38,88,123,157,208
TECH_PHONE_015,2026-09-09,34,87,123,159,211
TECH_PHONE_015,2026-09-10,30,85,123,160,215
TECH_PHONE_015,2026-09-11,27,84,123,162,218
TECH_PHONE_016,2026-08-29,63,70,75,80,87
TECH_PHONE_016,2026-08-30,58,68,75,82,92
TECH_PHONE_016,2026-08-31,37,49,58,66,79
TECH_PHONE_016,2026-09-01,34,48,58,68,82
TECH_PHONE_016,2026-09-02,31,47,58,69,85
TECH_PHONE_016,2026-09-03,28,46,58,70,88
TECH_PHONE_016,2026-09-04,26,45,58,71,90
TECH_PHONE_016,2026-09-05,41,61,75,89,109
TECH_PHONE_016,2026-09-06,39,61,75,90,112
TECH_PHONE_016,2026-09-07,20,42,58,73,96
TECH_PHONE_016,2026-09-08,18,42,58,74,98
TECH_PHONE_016,2026-09-09,16,41,58,75,100
TECH_PHONE_016,2026-09-10,14,40,58,76,101
TECH_PHONE_016,2026-09-11,13,40,58,76,103
TECH_PHONE_017,2026-08-29,83,93,99,105,115
TECH_PHONE_017,2026-08-30,77,90,99,108,121
TECH_PHONE_017,2026-08-31,49,65,76,87,104
TECH_PHONE_017,2026-09-01,44,63,76,89,108
TECH_PHONE_017,2026-09-02,41,62,76,91,112
TECH_PHONE_017,2026-09-03,37,60,76,92,115
TECH_PHONE_017,2026-09-04,34,59,76,93,118
TECH_PHONE_017,2026-09-05,54,81,99,117,144
TECH_PHONE_017,2026-09-06,51,80,99,118,147
TECH_PHONE_017,2026-09-07,26,56,76,97,126
TECH_PHONE_017,2026-09-08,24,55,76,98,129
TECH_PHONE_017,2026-09-09,21,54,76,99,131
TECH_PHONE_017,2026-09-10,19,53,76,99,133
TECH_PHONE_017,2026-09-11,17,52,76,100,136
TECH_PHONE_018,2026-08-29,106,118,126,134,146
TECH_PHONE_018,2026-08-30,97,114,126,137,154
TECH_PHONE_018,2026-08-31,62,83,97,111,132
TECH_PHONE_018,2026-09-01,56,80,97,113,137
TECH_PHONE_018,2026-09-02,52,78,97,115,142
TECH_PHONE_018,2026-09-03,47,77,97,117,146
TECH_PHONE_018,2026-09-04,43,75,97,119,150
TECH_PHONE_018,2026-09-05,69,103,126,149,183
TECH_PHONE_018,2026-09-06,65,101,126,150,186
TECH_PHONE_018,2026-09-07,33,71,97,123,161
TECH_PHONE_018,2026-09-08,30,70,97,124,164
TECH_PHONE_018,2026-09-09,27,68,97,125,167
TECH_PHONE_018,2026-09-10,24,67,97,126,170
TECH_PHONE_018,2026-09-11,21,66,97,128,172
TECH_PHONE_019,2026-08-29,104,116,124,132,144
TECH_PHONE_019,2026-08-30,96,113,124,136,153
TECH_PHONE_019,2026-08-31,61,82,96,110,130
TECH_PHONE_019,2026-09-01,56,79,96,112,136
TECH_PHONE_019,2026-09-02,51,78,96,114,140
TECH_PHONE_019,2026-09-03,47,76,96,115,144
TECH_PHONE_019,2026-09-04,43,74,96,117,148
TECH_PHONE_019,2026-09-05,68,101,124,147,181
TECH_PHONE_019,2026-09-06,65,100,124,149,184
TECH_PHONE_019,2026-09-07,33,70,96,121,159
TECH_PHONE_019,2026-09-08,30,69,96,122,162
TECH_PHONE_019,2026-09-09,27,68,96,124,165
TECH_PHONE_019,2026-09-10,24,66,96,125,168
TECH_PHONE_019,2026-09-11,21,65,96,126,170
TECH_PHONE_020,2026-08-29,107,119,128,136,148
TECH_PHONE_020,2026-08-30,99,116,128,139,157
TECH_PHONE_020,2026-08-31,63,84,98,113,134
TECH_PHONE_020,2026-09-01,57,82,98,115,139
TECH_PHONE_020,2026-09-02,52,80,98,117,144
TECH_PHONE_020,2026-09-03,48,78,98,119,148
TECH_PHONE_020,2026-09-04,44,76,98,120,152
TECH_PHONE_020,2026-09-05,70,104,128,151,186
TECH_PHONE_020,2026-09-06,66,103,128,153,189
TECH_PHONE_020,2026-09-07,33,72,98,124,163
TECH_PHONE_020,2026-09-08,30,71,98,126,166
TECH_PHONE_020,2026-09-09,27,69,98,127,169
TECH_PHONE_020,2026-09-10,24,68,98,128,172
TECH_PHONE_020,2026-09-11,22,67,98,129,175
TECH_PHONE_021,2026-08-29,84,94,101,107,117
TECH_PHONE_021,2026-08-30,78,91,101,110,123
TECH_PHONE_021,2026-08-31,49,66,77,89,105
TECH_PHONE_021,2026-09-01,45,64,77,90,110
TECH_PHONE_021,2026-09-02,41,63,77,92,113
TECH_PHONE_021,2026-09-03,38,61,77,93,117
TECH_PHONE_021,2026-09-04,35,60,77,95,120
TECH_PHONE_021,2026-09-05,55,82,101,119,146
TECH_PHONE_021,2026-09-06,52,81,101,120,149
TECH_PHONE_021,2026-09-07,26,57,77,98,128
TECH_PHONE_021,2026-09-08,24,56,77,99,131
TECH_PHONE_021,2026-09-09,22,55,77,100,133
TECH_PHONE_021,2026-09-10,19,54,77,101,136
TECH_PHONE_021,2026-09-11,17,53,77,102,138
TECH_PHONE_022,2026-08-29,128,143,153,163,177
TECH_PHONE_022,2026-08-30,118,139,153,167,188
TECH_PHONE_022,2026-08-31,75,100,118,135,160
TECH_PHONE_022,2026-09-01,69,98,118,138,167
TECH_PHONE_022,2026-09-02,63,95,118,140,172
TECH_PHONE_022,2026-09-03,58,93,118,142,178
TECH_PHONE_022,2026-09-04,53,91,118,144,182
TECH_PHONE_022,2026-09-05,84,125,153,181,222
TECH_PHONE_022,2026-09-06,79,123,153,183,226
TECH_PHONE_022,2026-09-07,40,86,118,149,195
TECH_PHONE_022,2026-09-08,36,85,118,151,199
TECH_PHONE_022,2026-09-09,33,83,118,152,203
TECH_PHONE_022,2026-09-10,29,82,118,154,206
TECH_PHONE_022,2026-09-11,26,80,118,155,209
TECH_PHONE_023,2026-08-29,61,68,72,77,84
TECH_PHONE_023,2026-08-30,56,66,72,79,89
TECH_PHONE_023,2026-08-31,36,47,56,64,76
TECH_PHONE_023,2026-09-01,32,46,56,65,79
TECH_PHONE_023,2026-09-02,30,45,56,66,82
TECH_PHONE_023,2026-09-03,27,44,56,67,84
TECH_PHONE_023,2026-09-04,25,43,56,68,86
TECH_PHONE_023,2026-09-05,40,59,72,86,105
TECH_PHONE_023,2026-09-06,38,58,72,86,107
TECH_PHONE_023,2026-09-07,19,41,56,71,92
TECH_PHONE_023,2026-09-08,17,40,56,71,94
TECH_PHONE_023,2026-09-09,15,39,56,72,96
TECH_PHONE_023,2026-09-10,14,39,56,73,97
TECH_PHONE_023,2026-09-11,12,38,56,73,99
TECH_PHONE_024,2026-08-29,97,107,115,122,133
TECH_PHONE_024,2026-08-30,89,104,115,126,141
TECH_PHONE_024,2026-08-31,57,75,88,101,120
TECH_PHONE_024,2026-09-01,52,73,88,103,125
TECH_PHONE_024,2026-09-02,47,72,88,105,130
TECH_PHONE_024,2026-09-03,43,70,88,107,134
TECH_PHONE_024,2026-09-04,40,69,88,108,137
TECH_PHONE_024,2026-09-05,63,94,115,136,167
TECH_PHONE_024,2026-09-06,60,93,115,137,170
TECH_PHONE_024,2026-09-07,30,65,88,112,147
TECH_PHONE_024,2026-09-08,27,64,88,113,150
TECH_PHONE_024,2026-09-09,25,62,88,114,152
TECH_PHONE_024,2026-09-10,22,61,88,115,155
TECH_PHONE_024,2026-09-11,19,60,88,116,157
TECH_PHONE_025,2026-08-29,85,95,102,108,118
TECH_PHONE_025,2026-08-30,79,92,102,111,125
TECH_PHONE_025,2026-08-31,50,67,78,90,107
TECH_PHONE_025,2026-09-01,46,65,78,92,111
TECH_PHONE_025,2026-09-02,42,63,78,93,115
TECH_PHONE_025,2026-09-03,38,62,78,95,118
TECH_PHONE_025,2026-09-04,35,61,78,96,121
TECH_PHONE_025,2026-09-05,56,83,102,121,148
TECH_PHONE_025,2026-09-06,53,82,102,122,151
TECH_PHONE_025,2026-09-07,27,57,78,99,130
TECH_PHONE_025,2026-09-08,24,56,78,100,132
TECH_PHONE_025,2026-09-09,22,55,78,101,135
TECH_PHONE_025,2026-09-10,19,54,78,102,137
TECH_PHONE_025,2026-09-11,17,53,78,103,139
TECH_PHONE_026,2026-08-29,81,91,97,103,112
TECH_PHONE_026,2026-08-30,75,88,97,106,119
TECH_PHONE_026,2026-08-31,48,64,74,85,101
TECH_PHONE_026,2026-09-01,43,62,74,87,106
TECH_PHONE_026,2026-09-02,40,60,74,89,109
TECH_PHONE_026,2026-09-03,36,59,74,90,113
TECH_PHONE_026,2026-09-04,33,58,74,91,116
TECH_PHONE_026,2026-09-05,53,79,97,115,141
TECH_PHONE_026,2026-09-06,50,78,97,116,143
TECH_PHONE_026,2026-09-07,25,55,74,94,124
TECH_PHONE_026,2026-09-08,23,54,74,95,126
TECH_PHONE_026,2026-09-09,21,53,74,96,128
TECH_PHONE_026,2026-09-10,18,52,74,97,130
TECH_PHONE_026,2026-09-11,16,51,74,98,133
TECH_PHONE_027,2026-08-29,110,122,131,139,152
TECH_PHONE_027,2026-08-30,101,119,131,143,160
TECH_PHONE_027,2026-08-31,64,86,100,115,137
TECH_PHONE_027,2026-09-01,59,83,100,118,142
TECH_PHONE_027,2026-09-02,54,81,100,120,147
TECH_PHONE_027,2026-09-03,49,80,100,121,152
TECH_PHONE_027,2026-09-04,45,78,100,123,156
TECH_PHONE_027,2026-09-05,71,107,131,155,190
TECH_PHONE_027,2026-09-06,68,105,131,156,193
TECH_PHONE_027,2026-09-07,34,74,100,127,167
TECH_PHONE_027,2026-09-08,31,72,100,129,170
TECH_PHONE_027,2026-09-09,28,71,100,130,173
TECH_PHONE_027,2026-09-10,25,70,100,131,176
TECH_PHONE_027,2026-09-11,22,69,100,132,179
TECH_PHONE_028,2026-08-29,71,79,85,90,98
TECH_PHONE_028,2026-08-30,65,77,85,92,104
TECH_PHONE_028,2026-08-31,42,56,65,75,89
TECH_PHONE_028,2026-09-01,38,54,65,76,92
TECH_PHONE_028,2026-09-02,35,53,65,77,95
TECH_PHONE_028,2026-09-03,32,52,65,79,98
TECH_PHONE_028,2026-09-04,29,51,65,80,101
TECH_PHONE_028,2026-09-05,46,69,85,100,123
TECH_PHONE_028,2026-09-06,44,68,85,101,125
TECH_PHONE_028,2026-09-07,22,48,65,83,108
TECH_PHONE_028,2026-09-08,20,47,65,83,110
TECH_PHONE_028,2026-09-09,18,46,65,84,112
TECH_PHONE_028,2026-09-10,16,45,65,85,114
TECH_PHONE_028,2026-09-11,14,44,65,86,116
TECH_PHONE_029,2026-08-29,68,76,81,86,94
TECH_PHONE_029,2026-08-30,63,74,81,89,99
TECH_PHONE_029,2026-08-31,40,53,62,72,85
TECH_PHONE_029,2026-09-01,36,52,62,73,88
TECH_PHONE_029,2026-09-02,33,51,62,74,91
TECH_PHONE_029,2026-09-03,31,49,62,75,94
TECH_PHONE_029,2026-09-04,28,48,62,76,97
TECH_PHONE_029,2026-09-05,44,66,81,96,118
TECH_PHONE_029,2026-09-06,42,65,81,97,120
TECH_PHONE_029,2026-09-07,21,46,62,79,103
TECH_PHONE_029,2026-09-08,19,45,62,80,105
TECH_PHONE_029,2026-09-09,17,44,62,81,107
TECH_PHONE_029,2026-09-10,15,43,62,81,109
TECH_PHONE_029,2026-09-11,14,43,62,82,111
TECH_PHONE_030,2026-08-29,110,122,131,139,152
TECH_PHONE_030,2026-08-30,101,119,131,143,160
TECH_PHONE_030,2026-08-31,64,86,101,115,137
TECH_PHONE_030,2026-09-01,59,84,101,118,142
TECH_PHONE_030,2026-09-02,54,81,101,120,147
TECH_PHONE_030,2026-09-03,49,80,101,121,152
TECH_PHONE_030,2026-09-04,45,78,101,123,156
TECH_PHONE_030,2026-09-05,71,107,131,155,190
TECH_PHONE_030,2026-09-06,68,105,131,156,194
TECH_PHONE_030,2026-09-07,34,74,101,127,167
TECH_PHONE_030,2026-09-08,31,72,101,129,170
TECH_PHONE_030,2026-09-09,28,71,101,130,173
TECH_PHONE_030,2026-09-10,25,70,101,131,176
TECH_PHONE_030,2026-09-11,22,69,101,132,179
